,Unnamed: 0,content,score
4186,4186,"Kirain bisa langsung dipake.. Eh, ternyata hrs bayar ..😠 trs kl g punya kode kls berarti g bisa dipake gitu?",1
4187,4187,Kalo sekolahnya belum terdaftar belum bisa diakses aplikasinya ya?  Padahal pengen banget coba pengalaman belajar yang baru,2
4188,4188,"G asik bgt,masa cba"" ktik kdaftar jdi di tlfn mlu,,,,suruh bayar,trgangu bgt sma QUIPPER,tolong dong responya,sya mhon dkluarin",1
4189,4189,"Aku sangat suka dengan ini setelah ngelihat cuplikannya tpi aku jdi sedih krna trnyata berbayar stelah hbis didownlod, aku gak ckup biaya krna trbatas, aku hnya bsa nyimak aja yg pasti aku ttp ska quipper.",5
4190,4190,Aok ah pokoknya lumayan,3
4191,4191,Mau blajar aj kbnyakan syarat. Akhirnya sya UNINSTAL app ini .. menuh2in memori tok .,1
4192,4192,Kalau Mau Bagi Ilmu Itu HARUS IKHLAS Ini malahan di suruh Bayar Daftar Nya lebih Baik gua cari Les aja lebig banyak manfaatnya,1
4193,4193,"Ilmu memang mahal, tpi klo cmn kek gini mah, mending gua belajar di sekolah aja tgl tambah guru les dah selesai, tambah pintar gua, klo cmn kek gini sekolah+guru les gua lebih bagus.",1
4194,4194,Udah memperbarui tapi kok gada yang berubah? Manfaatnya upgrade apa ya?,3
4195,4195,"Kenapa quiper bayar?? Anda bayangkan jika dibanding bimbel di luar yg jauh lebih mahal, disini dengan quipper video harga jauh lebih murah dan fleksibel waktunya, buat yg kesulitan daftar, daftar lah melalui websitenya , di aplikasi emg agak susah. meskipun bayar, kerasa kok manfaatnya, jadi jangan mengeluh , kalo dana terbatas bisa pake bimbel online yang lain , contoh zenius",5
4196,4196,"Apk ini sebenernya bgus,tapi sayang untuk SD,SMP,SMA semua kelas gak ada!mohon ditambahin ya pihak quipper nya,dan untuk pembayaran itu dipermurah lagi..700 an atau 600 an gitu..mahal banget..dan untuk pembayaran di bank BRI ditambahin lagi ya..fitur serunya ditambahin..dan untuk aplikasi bisa di pakai dalam keadaan ofline...oke thank..moga di terima sarannya..",2
4197,4197,"Ga ngerti gimana cara daftar nya, ini gimana sih bingung banget banget deh bantuin ke",1
4198,4198,"Padahal pengen coba, eh malah suruh bayar",1
4199,4199,Gimana sih ini min? Harus masukin kode y? Kalau kode nya gk punya/gk tau berarti gk bisa belajar?,2
4200,4200,Kok susah login  Daftar pake akun facebook gk bisa daftar pake email baru gk bisa padahal awalnya percaya banget sama aplikasiya,1
4201,4201,Iiiiiii kodenya apa sih aku liat di google tp katanya gk ada kodenya,2
4202,4202,Gimana mau belajarnya kalau ngga punya pin/kodenya min? Masih butuh penjelasannya nih belum paham sma masalah pin/kodenya☺,2
4203,4203,"Min, kok bayar sih?? Kan saya masih anak sekolah.",1
4204,4204,"Payah, gak bisa mulihin akun quipper karena lupa password padahal udah bayar buat bs ikutan quipper video-_-",1
4205,4205,"Ini gimana bisa belajar kalo nama sekolah nggak tercantum, mana berbayar lagi, kenapa pendidikan di indonesia itu terlalu mahal sih",1
4206,4206,huuh..nama sekolah.y gk terdaftar padahal pengen bangeet belajar menggunakan quipeer video,1
4207,4207,"Memudahkan dalam belajar untuk siswa yg males les, tpi kelemahannya gabisa nanya pr dlm appnya",4
4208,4208,Ini sih namanya quipper bayar... ngasih pendidikan ko harus mnta duit..,1
4209,4209,"Yang ngeluh gara2 bayar, ini tentor nya jg butuh duit kali lu kira tentor nya robot -,-  review: Untuk pelajaran sejarah tentor nya bolak-balik mulu ngambil spidol, itu membuat yang nonton ga nyaman. Saran nya si mending spidolnya d pegangin aja biar ga bolak-balik. Terus ada soal yg jawabannya ga sesuai sama yang di jelaskan (materi manusia purba). Tentor nya juga ga terlalu lancar ngejelasinnya.",2
4210,4210,Kode kls nya cra nya gimana aku gk tau kode kls kek gmna tolong perbaikin lagi dongg masih gak fahamm mslh kode kls he..,2
4211,4211,"Min,kalo nama sekolah ngga ada di daftar,nge add nya gimana?respon please",3
4212,4212,"Ini gimana masuknya sih????? Semua data udah diisi,trus benar. Masuknya ndak bisa Gimana sih??. Aku mau belajar biar tambah pinterrrrrr",3
4213,4213,Gimana mau daftar nama sekolah aja ngga ke ketemu (1) semuanya smp,1
4214,4214,Susah daftarnya masuin gabung kelas baru,2
4215,4215,"Ko pas mau daftar gk bisa sih, padahal udah diisi semua",3
4216,4216,Susah banget pakai quipper,2
4217,4217,Nyoba dulu y klau enk gua tambain lagi bintang nya,4
4218,4218,Kode nya gmn sih?belajar susah amat,1
4219,4219,tolong lebih bayak lagi ya macam2 sekolahnya,1
4220,4220,Cara daftarnya gimana sih saya bingung banget daftarnya ??,5
4221,4221,kode nya apa min tolong di jwb ? tq,1
4222,4222,Saya bisa mengerjakan pr di sini,5
4223,4223,"Bikin aku pintar nihhh ,bagus banget ,makasih buat yang bikin aplikasi ini",5
4224,4224,Akuntanai d3,5
4225,4225,Ni gimana kok udah daftar mau lanjut kok gak bisa.. Gimana,2
4226,4226,Sdh lumayan bagus terus tingkatkan lagi dan jgn sering di update terus,4
4227,4227,Kayaknya sih bagus😀 cuman cara masuk nya gimana??😌aku juga mau tanya yang buat sd emang enggak ada ya?????,5
4228,4228,Quipper ini membantu saya menjadi semangat untuk belajar...makasih untuk aplikasinya....,4
4229,4229,LOL  gw kira gratis ternyata harus berlangganan dulu,1
4230,4230,"Walaupun harus bayar Gpp, yang penting sangat membantu.",5
4231,4231,Bukan nya orang suka malah benci,1
4232,4232,Dg quipper belajar bs lbh gampang dan cepat di mengerti,3
4233,4233,Ko ga bisa ganti theme Sudah tak tekan itunya,3
4234,4234,Jelek tukang tipu masak gak mau masuk masuk benci,1
4235,4235,kalo ga ada kodenya ga bisa belajar dong gimanasih ini,3
4236,4236,Suka bngt kayanya bisa menambah ilmu,5
4237,4237,Ko pembahasan materi untuk UN kls 12 blum ada ya ?,5
4238,4238,Kalu gurunya tidak punya kita berarti tidak belajar,1
4239,4239,Aku suka karna bisa membangun indonesia pintar,5
4240,4240,Klu bagus Gua tambahin lagi bintangnya oke ...!!! Wkwkwkwk,3
4241,4241,Lebih mudah dalam belajar. Terima kasih Quipper,5
4242,4242,Belajar gak harus mahal.,1
4243,4243,Baru download nnti kalo bagus ditambah,4
4244,4244,Satu dulu kalo mendidik aku tambahin,1
4245,4245,"Bagus , saya bisa belajar dimanapun dan kapanpun",5
4246,4246,Kenapa tidak bisa masuk padahal sudah daftar,3
4247,4247,Kenapa udah isi tapi ga bisa lanjut daftar ?,3
4248,4248,Aplikasi apa ini mau daftar aja susah.,1
4249,4249,Kok buat smp sih😌,3
4250,4250,Kode kelas?ga ngerti deh?selama gue sekolah kgk ada tuh yg nama nya kode kelas?? So???? Aplikasi nya....,1
4251,4251,Kecewa banget dah ah segitu,5
4252,4252,Cara daftar nya gimana gan,3
4253,4253,Min tolong soal biologinya di perbaharui,5
4254,4254,Saya sangat menyukai Quipper video.,5
4255,4255,Buat sekolah di bidang kesehatan ga ada heh...😬,1
4256,4256,Bagus banget..kalo yg apps udh bisa offline..,5
4257,4257,Gimana kalok buka sih,1
4258,4258,Gak bisa msk ngeselin,1
4259,4259,Bisa belajar cepat Yey,5
4260,4260,udah bayar tapi masih di suruh bayar,1
4261,4261,Gimana sih daftar??? nya keburu pengen belajar,2
4262,4262,Kode kelas nya apa sih?,3
4263,4263,Yuk pake quipper video💕💕,5
4264,4264,Terima kasih quipper,5
4265,4265,Every Think,5
4266,4266,Belajarnya praktis banget,5
4267,4267,I Like it,5
4268,4268,Gimana cara daftar?,2
4269,4269,Gk bisa masukl,4
4270,4270,Daftarnya susa min,4
4271,4271,That is good,5
4272,4272,Gimana caranya daftarnya???,3
4273,4273,"Maaf,,,kode kelasnya itu apa sih???",3
4274,4274,Kalau yang gak ada nama sekolahnya gimana....????,3
4275,4275,Qupper video,5
4276,4276,Sangat membantu,5
4277,4277,Good job,5
4278,4278,Bagus,5
4279,4279,Kode kelas nya berapa ?????,2
4280,4280,Sippp,4
4281,4281,Benci,1
4282,4282,Taek,1
4283,4283,Bagus,5
4284,4284,Bagus,5
4285,4285,Bad,1
4286,4286,Good,5
4287,4287,Bagusss,5
4288,4288,Babi,1
4289,4289,"I know ilmu itu mahal dan berharga~ terus kembangkan app ini yaaaa. Yg mau gratisan doang kalo emang gasuka gausah ngerendahin gitu. Perkataan mencerminkan kepribadian, you know..",4
4290,4290,"Bagi saya yg uda putus sekolah susah dpt kodenya... mau minta di mana kodenya..,, saya coba daftar baru jg di tanyain sekolah padahal saya da putus sekolah 16 thn dan saya ingin sekali belajar ternyata ga bisa di karenakan sekolahnya ga saya tulis!!! Mohon di bantu dong, jangan menghabat kamu untuk pintar",1
4291,4291,"Menurut sy untuk menggunakan app ini tdk perlu ada biaya, krn ada byk org yg mmbuthkan app ini namun tdk mmpu untuk membyarx",2
4292,4292,"Masa hrus pke kode klo misalkan nnya k guru, gurunya g tau gmn,😤percuma",2
4293,4293,Sih waktu daftarnya gk di respon respon trus nama sekolah ku jga gk ada benci **,1
4294,4294,Mungkin lebih baik kalau ada percobaan gratis 1 bulan utk quipper video,3
4295,4295,Kok waktu mau daftar gk bisa sih??,2
4296,4296,"Keren, berguna bgt buat yg bntar lgi UN :v",5
4297,4297,"Membuat siswa lebih memahami materi  pelajaran, Thanks Quipper  _/\_",5
4298,4298,Bagus sih. Tapi kenapa harus memggunakan data,4
4299,4299,Mau pinter? Quipperin aja,4
4300,4300,"Kok sekolahku gak ada ya...-_-""",4
4301,4301,Kasih kodenya dong,1
4302,4302,"Waktu daftar di quipper ,mulai dari awal sampai pada pemilihan paket SMP/SMA saya tidak memilih paket tersebut dan tidak melanjutkan dan langsung keluar.eh tau nya saya malah terdaftar dan waktu saya buka muncul MEnunggu Pembayaran padahal saya tadi tak memilih  paket apa apa....?mohon balasan secepatnya terimakasih",3
4303,4303,Gimana cara penggunaanya dan kalau sudah masuk tahap selanjutnya apa?Apa memang harus membayar. Tapi good nanti juga akan ada lomba juara 1 akan mendapatkan tabungan pendidikan Rp.25.000.000. SEMANGAT !!!,3
4304,4304,"masa harus pakai kode kelas rempong kan,kalau ga tau kode kelas nya berarti harus nanya dulu dong ke bu guru,mendingan langsung ""copot pemasangan""",2
4305,4305,Itu caranya gmn sih? Kodenya pas kita mau gabung kekelas itu kodenya dateng dari mana? Dibutuhkan secepatnya donk yg bisa jawab dibantu ya...pleasee banget,5
4306,4306,"Saya kan mau daftar quipper ini, liat ulasannya untuk kelas 10 berlaku satu tahun. Tapi pas saya daftar di slipnya berlaku sampai juni 2017. Jadi itu gimana?",4
4307,4307,Admin yang terhormat maaf bila ad salah kata saya ingin menyampaikan bahwa saya tidak jadi mendaftar dan saya tidak mengerti mengapa admin menelfon sy...ingin membatalkannya maaf sekali lagi,4
4308,4308,"Gimana ini, untuk mencerdaskan anak bangsa aja kok pake kode. Kodenya apa si, yang tau kode nya kirimin donk. #bagi2 pengetahuan itu bermanfaat.",3
4309,4309,"Jangan langganan kalo gak minat dah nyesel ntarr ,percaya dehh , gak isa tanya soal , gak isa tanya ke gurunya langsung , kirain bisa eh ternyata zonkk",1
4310,4310,Sya udah daftar trs muncul masukan kode. Trus gimana gak ngerti. Masa harua minta ke gurunya katanya. Iya kalau gurunya punya akun quipper..  Kalo nggak ? Gimana?,2
4311,4311,cuma kenapa pas download ga ada keterangan size file pelajarannya... padahal downloadnya dah banyak,3
4312,4312,"Bikin Aplikasi kok sprt pikiran Bisnis, sungguh terlalu program ini. Nyesel download..",1
4313,4313,Gimana sihh caranya supaya bisa join quiper videonya saya udh join quiper pdhl tpi masih blm ngerti,3
4314,4314,"Kok masuk ga bisa, ""maaf server kami sedang ada masalah"" pdhl lgi mau buat bljr",1
4315,4315,Gila bayarannya mahal bngt. Untuk mencerdaskan anak bangsa? Saya kasih saran untuk mengurangi biayanya,1
4316,4316,Kenapa harus bayar min ? Males lah gue copot pemasangan aja..acak gue minta video pembelajaran dari kawan gue,2
4317,4317,Waktu itu saya pernah daftar quipper tapi lupa kode kelas yg dikasih guru jadi gimana ini? Fast respon donk 😅😅,2
4318,4318,Sya menyukai aplikasi ini karna bisa membantu dalm materi yang akan kta pelajari dalam materi tersebut,5
4319,4319,"Apa kode kelasnya?? Sudah susah-susah dafyar, terakhir dapet pertanyaan kode kelas yang harus tanya di guru. Membuang-buang waktu saja",2
4320,4320,"Aku udah daftar sama pekerja quipper video di sekolah,udah smpek tahap pembayaran jugak,tapi cara belajar di quipper videonya gimana?",1
4321,4321,tolonk donk beritauin caranya soalnya saya punya 7 akun tapi koq gak valid semuanya,2
4322,4322,Uapik pkoke. Nek ndue niat sinau ya gagian mbukak trus mbyar meng alfamart ap indomart ap nganhge atm langsung. #kangge sing skolah smp/sma,5
4323,4323,Cara mendaftarnya ngimana kasih tahu donk aku nggak ngerti... tolong di respons yha,3
4324,4324,"menambah wawasan ilmu pengetahuan, membantu dalam pembelajaran sehari-hari, dilengkapi dgn perkumpulan soal dr un,sbmptn dan snmptn mempermudah pemakai dalam belajar , oke bgt ni",5
4325,4325,Itu bayar ya.  Saya nggak jadi daftar mohon saya dikeluarkan,1
4326,4326,This application is very good. We can learn as play games. Please improve this application😃,5
4327,4327,Agar anak-anak lebih lancar saat ulangan sekolah,5
4328,4328,Kirain ndk bayar aplikasi pdhl kita masih kcil ndk bisa mencari uang tlng di bls ea,2
4329,4329,Tolong dong kyk mna mau buka klw kodeny gak ad,2
4330,4330,Gimna cra bykanya nyesel kalw donwlod habis habisin pketan aja,2
4331,4331,Video quippernya nyandet nyandet jadi susah buah memahami penjelasan,1
4332,4332,niat gk sih org udh daftar gk bisa2 msk email udh bener padahal password juga,1
4333,4333,"Kenapa iya saya tidak bisa login atau daftar, login lewat fb juga tidak bisa. Tolong di betulkan",2
4334,4334,Di iklannya bilang free tapi ternyata harus bayar mahal,1
4335,4335,Cara daftarnya gmn? Susah bgt. Telolet deh telolet😑😑😑,1
4336,4336,"Aplikasinya bagus, bisa membantu siswa belajar kalau males ke bimbel. Materinya lengkap banget.",5
4337,4337,"Pada saat mau daftar, tidak merespon sedikit pun",1
4338,4338,Kok bayar ya?? Orang mau PINTER masa pake BAYAR?,1
4339,4339,Kosong gitu optionnya,1
4340,4340,Saya udh lulus sekolah gimana dapat kode kelas nya,2
4341,4341,Membantu banget...👍bisa belajar kapan aja nyesuain mood... materi juga sama kya di sekolah... tapi sayangnya hanya ada beberapa mapel...,5
4342,4342,"Kenapasih pakek bayar segala, padahal saya kan sudah niat pake app ini",1
4343,4343,Gak tau kenapa udah nunggu nunggu tapi gak merespon,1
4344,4344,Tolong dong minta kode kelasnya,1
4345,4345,Tahi tukang cipta aplikasi ini gede,1
4346,4346,Caranya megunakan luck pacher untuk pembayaran dan mengetik   *#*#4636#*#* di telepon internettan. Gratis ayo coba,5
4347,4347,Bagi mana cara nya gk ngerti  banget susah,2
4348,4348,Ga danta banget sih QUIPPER .. Mendingan copot pemasangan aja ..,1
4349,4349,Wow aku gemetaran saat waktu lomba,5
4350,4350,Bagaimana cara keluar dari kelas yg sudah dimasukkan?  Mohon bantuan,5
4351,4351,Kok udah pake email kok ga bisa masuk,2
4352,4352,Kode kelas maksudnya apa ya?Kok Nda bisa dibuka,3
4353,4353,Gimana caranya??,1
4354,4354,Kasih3dulu yaa..nanti kalok bagus akutambah jd 5,3
4355,4355,"Nyampah aja ni aplikasi, jangan di download nyesel ntar",1
4356,4356,Gmna sh masuk kelasnya dan mulainya,1
4357,4357,Kok gk bisa daftar susah amat,1
4358,4358,Dengan quipper saya belajar lebih mudah,5
4359,4359,Materi/mapelyg buat kurikulum 2006 ditambah dong,4
4360,4360,Gk bisa daftar,1
4361,4361,"Walaupun gagal, tapi ada usaha /kerja keras😀😀😀😀",5
4362,4362,Cra liat vidio .a mna?,1
4363,4363,Sangat bodoh. Aplikasi ga bisa di buka.,1
4364,4364,semoga bisa d buka,4
4365,4365,Jelk ni harus bayar,1
4366,4366,Anak kuliah bisa daftar gak?,3
4367,4367,Tolong di perbaiki dong....?,2
4368,4368,Apa-apaan saya tidak bisa daftar... 👎,1
4369,4369,Suka bangetttttt sama quipper❤,5
4370,4370,BIOLOGI NYA KAPAN.... JANJI DESEMBER UDAH ADA.... DASAR .... rugi neh dah beli,3
4371,4371,Diadain prediksi UN SMA IPA 2017 dong kak !!! 😆,5
4372,4372,Baik,5
4373,4373,Kelas nya apa ?,1
4374,4374,Membantu anak2 untuk belajar,4
4375,4375,Sangat suka,5
4376,4376,Jelek gua copot,1
4377,4377,......bagus gak ya klo bagus nanti ku tambah,3
4378,4378,Belajar jadi mudah,5
4379,4379,Daftarnya aku bingung,3
4380,4380,Mau pinter?? Quipperin aja....,4
4381,4381,G paham,1
4382,4382,Sangat membantu,5
4383,4383,Siap UN,5
4384,4384,9,4
4385,4385,Good app,5
4386,4386,Bermanfaat,5
4387,4387,Sebel........,2
4388,4388,Matap,5
4389,4389,Woow,5
4390,4390,*sya bingung gimana cara daftarnya karena kode - kodean segala?............................................................................................#,2
4391,4391,"Boros kuota udah gitu buka vidionya lama banget. Katanya gak pake kuota cukup bayar aja-,- tolong dong gausah pake kuota",3
4392,4392,Seru bisa belajar dimana saja asalkan ada kuota tapi bisa juga tidak pakai kuota dengan cara mendownload video dan video itu tersimpan di hp kamu hanya 7 hari,4
4393,4393,cara masuk ke aplikasi ini gimana sih pakek email salah selalu ada kata:kata sandi dan email salah...mau pinter nda jadi malah nda bisa masuk pakek facebook jga nda bsa.cuma menang terkenal doang di tv tpi nda bagus...maaf klo kata'' saya kasar di sini...,1
4394,4394,Biar bisa belajar di mn aja,5
4395,4395,"Gara"" quipper tugas sekolah makin bervarisai",5
4396,4396,Kok gak bisa digunain ya?emang ga bisa connect kalau pakai wifi ya?apa memang harus beli kuota ?,1
4397,4397,Lumayan untuk belajar biar lebih cerdas,3
4398,4398,Apaan nih ....masak pake ada email segala sih,1
4399,4399,Masuk ga bisa daftar juga ga bisaa,1
4400,4400,"Kita bisa belajar apa saja , dimana saja, kapan saja. Selagi kita mau....",4
4401,4401,Pengen pinter aja ribet banget,2
4402,4402,"Mantab, perfect",5
4403,4403,Karna boros,1
4404,4404,Gimana sih caranya susah banget kali masuk,3
4405,4405,Kalo offline saya tambah bintangnya,3
4406,4406,45u 134,5
4407,4407,"Membantu sekali dalam belajar, apalagi pas ulangan. Bisa diakses 24 jam pula, jadi pas malam bisa belajar. Juga ditambah dengan sistem koin, yang membuat seru saat mengerjakan soal. Videonya juga mudah dipahami. Terima kasih Quipper...",5
4408,4408,"Kan saya udah bayar, tapi saya masih harus modal kuota. Saya harap kedepannya, video nya bisa di download dan aplikasinya bisa di akses offline. Terus video yg udah di download tolong bisa disimpan di memori internal :) kalau bisa nanti saya kasih 5 bintang",3
4409,4409,"Please jadi kaya youtube an bafring terus , tolong untuk kdepannya biar gausah pake kuota karna orang tua cuma ngasih duit buat blajar di quiper, ga ngasih duit buat beli quota krna mreka taunya kita bukan blajar, PADAHAL BELAJAR JUGA MESTI PAKE KUOTA KAN UDAH BAYAR",3
4410,4410,"Quipper school aplikasi gini, emg keliatan ribet. Tapi coba cek websitenya pake laptop/pc atau apapun. Bisa login mudah, masuk portal guru/siswa, lebih gampang.. dan juga kode kelas itu tuh bagi para guru yang mendaftar di quipper school jadi kalo guru ngasih kita kodenya dan kita masukin, berarti kita masuk kelasnya. Guru bisa kasih tugas tugas juga ke murid yg gabung kelasnya. Guru sekolah saya juga pakai quipperschool buat ngambil nilai tugas dgn latihan di quipper school.",5
4411,4411,"Pengen masuk malah tulis"" akun segala macem, gemail segala kebnyak an nulis akun ga jls. Jangn download nyesel lhoo gue bilangIn aje",1
4412,4412,Kan saya udah masukkan email sama Sandi Tapi itu kok ga bisa kan itu email yg bener meningan hapus saja,1
4413,4413,Saya kan udah di cancel . Tp ko minta uang pembayaran si ? .. kalo udah masuk berarti kan bisa langsung belajar .. tp saya dari ulang lagi ? .. tolong dong gimana ?,2
4414,4414,"Belajar jadi asik, no boring, lebih enjoy, nempel juga di otak. Lumayan juga buat persiapan kalau mau ulangan :D",5
4415,4415,"kirain belajarnya gratis... eh pas udh daftar malah suruh bayar ya elah... sekolah aja udh cukup koq.. asal mau belajar sungguh"" 😑",1
4416,4416,Kok lodingnya lama banget sih.dan oada saat isi email dan password nya sufah benar kok tidak bisa login,2
4417,4417,Susah banget sih saya padahal udah bayar eh jaringan ada kuota ada tapi videonya gak muncul-muncul bikin rugi aja,1
4418,4418,"Knp bnyr dh tau w bsk ulngn mtk pkok y yg dowlond ini app nysl smph prcm dh mskn email, kata sandi, nama sklh klu ujung-ujung y byr!!!! W mnta TOLONG FREE!!!!!😩 Krn w bth bgt(╥_╥)",1
4419,4419,"Yang ngebisanya cuma ngekritik tapi gk bisa saran, coba kalian introkspeksi diri",5
4420,4420,Udh downlod tpi di masukin facbook ga bisa gi mna sih untung downlod nya ga pke kuota pke wifi,1
4421,4421,"Buat mencerdaskan penerus bangsa sih mahal banget,, terpaksa saya copot lagi..",1
4422,4422,Semoga kedepan nya  lebih baik lagi ya jng bayar terus.klau dah byr pasti nyedot kuata tetap aneh aneh,1
4423,4423,Saya tidak tahu kode kelas saya bagai mana cara masuk harus pakai kode kelas lagi maksa banget,1
4424,4424,"Saya kan udh lulus sekolah, masa hrus pke kode kelas, saya jga kan masih mau belajar",2
4425,4425,"Yg download bakal nyesel ,gue kira gratis ,eh malah bayar aplikasi macam apa ini",1
4426,4426,Pinter dulu kalau mau instal... nggak tau apa² udah komen nggak jelas.,5
4427,4427,Ga jelas kode nya ga kekirim kirim gimana si,1
4428,4428,Masih didapati beberapa soal yang tidak sesuai dengan jawabannya. Mohon diperbaiki lagi,3
4429,4429,Ada beberapa materi yang kalau memang ingin ditonton harus dialihkan ke web dulu padahalkan saya sudah pakai aplikasinya.Tolong diperbaiki,3
4430,4430,Kok nggak bisa di buka sih udah dimasukin emaik dan pasword nya tetep nggak bisa,1
4431,4431,Macam mana ini kode kelas yah ak gak gerti nii kasih tau dong,4
4432,4432,"bagus ni aplikasi ini mantap  , bisa belajar ni",5
4433,4433,"Kok udh selesai download trs ga bisa masuk si aneh, jgn didownload nanti nyesal",1
4434,4434,"lama sekali loading nya padahal sinyal ada,kuota juga ada.",1
4435,4435,Gue lulus ulangan dan punya ranking 1,5
4436,4436,"Udah bener bener email sama pwd gue eh ga bisa masuk, salahnya dimana coba",1
4437,4437,Ini untuk sekola kalangan sekolah.. Yang tw jawab yah... Bln 4 UN,3
4438,4438,Yg punya kode akun buat anak kelas 3 sma mau dong buat latihan sbmptn,5
4439,4439,Tolong update lagi untuk pelajaran biologi. Butuh banget materi biologi sedangkan materi yg ada di quipper saya hanya ada biologi sbmptn,3
4440,4440,Nyesel deh download quipper video ga bisa masu,2
4441,4441,di sekolahku cuman baru aku yang main ini. jadi kayak mana mau isi kode kelas. plisssss bantu aku. 😭,4
4442,4442,Kok gk bisa masuk sih? Udah di masukin email dan sandinya tetep gk bisa masuk -__-,2
4443,4443,Mohon bantuannya. Sy tdk bsa login dan blm dpt kls,1
4444,4444,Kok gak bisa masuk .padahal udah masuk email dan kata sandi,1
4445,4445,Knpa Quipper Video jadi begini ngabisin kuota aja,1
4446,4446,Gimana sih masuknya pake facebook gak bisa. Tolong bantu,2
4447,4447,Tapi gua belom gabung kelas gua gak tau bagi yg tau kasih tau dong,5
4448,4448,Saya senang dengan ini saya jadi mudah belajar,5
4449,4449,Woi tolong dong code nya ko ga di kasih sih.Gimana mau masuk nya,1
4450,4450,lumayan tapi saya masih tetep suka ini bagus untuk anak anak sd yang belum ngerti,3
4451,4451,Lebih mudah untuk belajar,5
4452,4452,Kls sd nya blm ada payah bangat,1
4453,4453,Jangan didonlod loh nyesel kalau downlod,1
4454,4454,Bayar y wkwkwk ane kira gratis pakyu,1
4455,4455,Bagus sekali Saat ujian aku dapat nilai 100,5
4456,4456,Tdj tahu gunanya apa oh my god,3
4457,4457,"Saya kelas XI ingin gabung kelas dong, apa ya kode kelasnya?",3
4458,4458,Ehhhh siapa yang punya grup ini aku mau masuk donk,5
4459,4459,Aplikasi ini sangat membantu pembelajaran anakku.,5
4460,4460,Maksudnya kode kelas apaan sih,2
4461,4461,Mau log in aja lama banget,1
4462,4462,Padahal sudah lengkap tapi tdak bisa,1
4463,4463,Saya kok gk dikasih kode kelas gimana ini?,4
4464,4464,Quipeer vidio ini membuat anak kita menjadi pintar.....,5
4465,4465,Di perbaharui lagi kurikulumnya,1
4466,4466,3 dulu klw bagus dtambah,3
4467,4467,Tolong perbanyak soal materi untuk smp,4
4468,4468,Aku suka karena ujia sekolah,5
4469,4469,Knp videonya gak mau terputar ?? Mohon bantuannya !!,3
4470,4470,#GuruAdalahPahlawanTanpaTandaJasa,1
4471,4471,Nyesel kaga masang aplikasi ini,5
4472,4472,Ak bru gabung. Kode kelasny ini berapa😢. Pliss minta bantuannya.🙏🙏🙏🙏,2
4473,4473,Bagaimana cara masuk ke aplikasinya?,4
4474,4474,Sangat bagus untuk siswa,5
4475,4475,"Saya gk bisa login ya, knp ya?",3
4476,4476,Lemot juga kadang kadang...bad,3
4477,4477,Cara daftar kelasnya gimana sih aku gak ngerti ????,1
4478,4478,Seru banget,5
4479,4479,Saya suka aps ini,5
4480,4480,Good job,1
4481,4481,Jujur kurang puas,1
4482,4482,800RIBU????? MENDING BELI KUOTA,1
4483,4483,Untuk belajar,3
4484,4484,Gimana cara kirim kodenya ???,2
4485,4485,Kode kelasnya gimanaa??,1
4486,4486,Ko ribet sih ya??,1
4487,4487,Apaann bayar,1
4488,4488,Bagus,4
4489,4489,Nyoba dulu,3
4490,4490,Good,4
4491,4491,gak jelas,1
4492,4492,😀😀😀😀,5
4493,4493,😈😈😈😈😈😈😈😈😈😈😈😈😈😈Ini gi manasih kata sandinya apa?????....,1
4494,4494,Gud,4
4495,4495,Seneng banget sih kalau ada ini nanti kalau aku nggak tau bisa liat di squipper deh,5
4496,4496,Terlalu mengandalkan email... Sekalinya pake Facebook gk bisa....,1
4497,4497,"Kalau mau pinter ya emang bayar dong, helloo jaman gini itu ga ada yang gratis mba mas. -_- Thanks quipper gara2 quipper alhamdulillah prestasi ku ttep :-*",5
4498,4498,"Quality, Cost and Delivery",4
4499,4499,Bagus banget like kalau begini,5
4500,4500,OK,5
4501,4501,"Bayar nya terlalu mahal, tempat les aku 2 juta per tahun.. Kalo di tambah quiper mahh jadi nambah pengeluaran yang besar... Kalo misal cuma 50 ribu /bulan gapapa aku masih sanggup..",1
4502,4502,Saya rasa kalau bayarnya 750 ribu per tahun terlalu mahal sih... Kalau 50 ribu per bulan saya mau berlangganan. Karen kalau perbulan saya bisa bayarnya kalau pertahun saya rasa terlalu berat . Inisih saran dari saya,1
4503,4503,Kalau Ada Guru Di Smp Negri 6 Jayapura Yang Pakai Quiper Video tolong kasih Tau saya kode kelas kha... aku kelas 7,4
4504,4504,"Banyak orang yg bilang harus bayar, aku blm coba sih, tp kalau misalnya bayar dan ga berguna aku hapus aja app nya, tp kalau ga bayar dan memuaskan aku tambah bintangnya jd 5.",2
4505,4505,"Sangat membantu,seru,asik,nyaman untuk belajar i love it!!! Sayangnya pemakaian vitur ini masih menggunakan sistem online akhirnya menambah biaya pengeluaran.",4
4506,4506,Yang penting usaha. kerja keras tanpa bayar huhh Ga bisa tau ga ngerti tanya guru sekolah ga bayar gratis hhhh,1
4507,4507,Buat apa gunanya ada aplikasi quipper kalo beberapa soal plus video cuman bisa dibuka lewat web. Dan pas dibuka lama bgt. Ini malah menggangu saya bukan membantu saya dalam belajar. Tolong di perbaiki.,1
